origin,destination,distance,name,traffic
126,139,15.6373652961384,Công Trường Dân Chủ,1
139,140,408.67752592043587,Công Trường Dân Chủ,1
140,141,9.805423532378475,Đường Cách Mạng Tháng 8,1
141,142,50.075111934429,Hẻm 210 Cách Mạng Tháng 8,1
142,143,47.625750688775426,Đường Cách Mạng Tháng 8,1
143,144,17.159469216101716,Hẻm 240 Cách Mạng Tháng 8,1
144,145,210.41961022995625,Hẻm 258 Cách Mạng Tháng 8,1
145,146,28.985206088960872,Đường Cách Mạng Tháng 8,1
146,147,295.96305159432666,Hẻm 322 Cách Mạng Tháng 8,1
147,148,36.331394040509295,Đường Cách Mạng Tháng 8,1
148,149,414.53462845487195,Hẻm 372 Cách Mạng Tháng 8,1
149,150,12.256624591522748,Đường Cách Mạng Tháng 8,1
150,151,92.17816060697912,Hẻm 623 Cách Mạng Tháng 8,1
151,152,17.15925449177204,Đường Cách Mạng Tháng 8,1
152,153,45.17606519395624,Hẻm 609 Cách Mạng Tháng 8,1
153,154,73.53958735360712,Đường Cách Mạng Tháng 8,1
154,155,20.71436813354224,Hẻm 518 Cách Mạng Tháng 8,1
155,156,104.6458357670587,Hẻm 540 Cách Mạng Tháng 8,1
156,157,45.6092651085356,Đường Cách Mạng Tháng 8,1
157,158,1075.7970793299485,Hẻm 462 Cách Mạng Tháng 8,1
158,159,38.77999566270488,Đường Cách Mạng Tháng 8,1
159,160,104.50932275268872,Hẻm 1025 Cách Mạng Tháng 8,1
160,161,277.3127991148233,Hẻm 1073 Cách Mạng Tháng 8,1
161,162,40.174465831033835,Đường Cách Mạng Tháng 8,1
